"Street Number Name Direction","Address - City","Address - ZIP","ML_Number","Status","APN","Selling Date","Pending Date","Listing Date","DOM","Listing Price","Selling Price","Selling_Price_Per_Sqft","Year Built","Square Footage","Bedrooms","Bathrooms","Lot Size - Sq Ft","Parking Desc","Pool Type","Solar Owned/Leased Display","RESICONA","Property Subtype","Patio","Stories","Marketing Remarks","Street Full Address","Disclosures Desc","Inactive Date","Owned Solar Type Display","Primary_Picture_Url","Elementary School Desc","Jr High School Desc","Sr High School Desc","School District Desc","Association"
"7122 Sierra Rim Dr","Bakersfield","93313","202301872","S","49831201","03/31/23","03/16/23","03/16/23","0","350000.00","350,000","205.04","1994","1707","3","2","6534","2 Car Garage","NONE","None","0.00","SNGF","UNCV","1","Great opportunity to own this 3 bedroom + office 2 bathroom home on a corner lot in the Southwest community of Silver Creek.. Close to parks, schools, and shopping.","7122 Sierra Rim Dr, Bakersfield, CA 93313-4509","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/03/16/67ac02b0-45f2-4bc1-8529-dd98f15f4e58.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7804 Canyon Clover Dr","Bakersfield","93313","202306093","S","49817206","08/23/23","07/24/23","07/20/23","4","365000.00","379,000","241.56","1994","1569","4","2","8712","2 Car Garage","NONE","PPA","0.00","SNGF","CVRD","1","Welcome to your perfect southwest home! Nestled on a corner lot, this stunning 4 bedroom 2 bath home has all the features and amenities you could want. With its low maintenance yard, you'll have more time to spend doing the things that bring you joy. Plus, being so close to stores and schools makes life easier than ever before.    Inside, this beautiful property offers plenty of space for relaxation and entertaining with its bright living room featuring a beautiful fireplace, formal dining area, and 4 bedrooms! Don't forget about the backyard - it's an outdoor oasis waiting for your personal touch!    This is truly a one-of-a-kind opportunity not to be missed! Come see what all the fuss is about today!","7804 Canyon Clover Dr, Bakersfield, CA 93313-4310","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/07/20/7ee67b36-ea3e-4bc0-b972-a629b374c5fe.jpg","Suburu, Donald","General Shafter","Independence","","MLS"
"6617 Mill Creek Dr","Bakersfield","93313","202306280","S","49842206","10/13/23","09/13/23","07/28/23","32","389900.00","385,000","213.30","2000","1805","4","2","6098","2 Car Garage","NONE","Leased","4000.00","SNGF","CVRD","1","Charming property in the Southwest neighborhood of Silver Creek, ready for its' new owners!  This property features 4 bedrooms and 1,805 square feet of open living space.  It has newer stainless-steel appliances in the kitchen, a separate breakfast area, a gorgeous focal fireplace in the living room & much more!  The current owners have painted the entire interior and replaced the backyard fencing and garage door.  All this + solar for these summer months!","6617 Mill Creek Dr, Bakersfield, CA 93313-4974","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/08/24/05d978ba-74cb-4a66-b3de-8d22fdc25670.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6401 Ambergrove St","Bakersfield","93313","202302122","S","49809706","04/04/23","03/20/23","03/16/23","4","397000.00","390,000","206.35","1990","1890","3","2","6098","2 Car Garage","NONE","Leased","1500.00","SNGF","","1","Gated courtyard home with artistic features, granite counter tops and a kitchen island, 2 living areas, formal living and dining area. Family room has top to top, wall to wall sliding door. Storage through out the home.  Spacious 3 bedroom, 2 bath. Master bathroom has a dual sink and separate shower and garden tub, master room high ceilings. Concrete backyard with palm trees.","6401 Ambergrove St, Bakersfield, CA 93313-4167","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/03/16/5308428c-2205-4d5c-a7b8-13220d8c61ff.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5717 Arc Dome Ave","Bakersfield","93313","202302329","S","49862102","04/17/23","04/03/23","03/28/23","6","339900.00","355,000","276.26","2001","1285","4","2","6098","2 Car Garage","NONE","None","250.00","SNGF","CVRD","1","Silver Creek at its very finest! This updated home is ready for a new owner. With all new luxury vinyl flooring throughout, new paint and fixtures, this home is move-in ready! You will love this functional floor-plan with a large great-room open to the kitchen and a private office off the main room as well with beautiful french doors. All 3 bedrooms are very spacious with the primary bedroom having an attached bathroom plus walk-in closet! The private backyard is fully fenced with a covered patio and gazebo area, perfect for gatherings with family and friends. You will adore the Silver Creek neighborhood that is close to great shopping and restaurants, parks and schools! Located in a very good public school district as well - this is the one you have been searching for! Come and see this one today before it is SOLD!","5717 Arc Dome Ave, Bakersfield, CA 93313-4962","Corp. Owned,Special Forms","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/03/28/6b6d9dac-bd5e-4ac0-8e1f-f6902f82b720.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6517 Ambergrove St","Bakersfield","93313","202302559","S","49812206","05/18/23","04/19/23","03/31/23","15","375000.00","375,000","234.96","1988","1596","3","2","6098","2 Car Garage","NONE","Leased","0.00","SNGF","","1","Located near a park, on a quiet street you'll find this adorable home! The crisp landscaping & curb appeal shows pride of ownership. Upon entry you will find a sunk-in formal living room with hardwood floors & corner windows to provide lovely natural lighting. You will then pass through a formal dining room before entering a cozy & open family room with a brick fireplace & backyard access. Off of the family room is the spacious breakfast nook that leads into the kitchen which features a brand-new dishwasher & microwave plus white tile countertops & a cute window over the kitchen for a backyard view. Behind the kitchen is a bonus add-on office. The primary bedroom includes vaulted ceilings, a walk-in closet & an updated bathroom with his & her sinks. The sizeable laundry room has ample storage. The large backyard is ideal for children & pets plus perfect for entertaining with family & friends. Don't forget the leased solar & 2 car garage with built-in storage!  Your new home awaits you!","6517 Ambergrove St, Bakersfield, CA 93313-4168","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/03/31/6083ebb6-3c4d-4de1-9c1e-a01a67dc5234.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6906 Eagle Cap St","Bakersfield","93311","202302602","S","49845102","05/22/23","04/21/23","03/31/23","6","359950.00","375,000","222.68","1999","1684","3","2","7840","2 Car Garage","NONE","None","0.00","SNGF","SLAB","1","Charming Silvercreek home featuring freshly painted interior and a 3 bedrooms plus office, 2 bath plan with separate living and family rooms.The kitchen, with walk in pantry, as well as both bathrooms have been beautifully updated with quartz countertops. The hard surface flooring is a high end vinyl product in a wood-like, plank design which is both beautiful and a breeze to maintain. The HVAC has also been upgraded to a high efficiency system. In the spacious back yard, there's a hot tub and abundance of mature fruit and citrus trees. This one is a must see!","6906 Eagle Cap St, Bakersfield, CA 93311-4593","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/04/01/6903b4ea-3262-4a2b-8c1b-a82b0acb913d.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7507 Hidden Bridge Dr","Bakersfield","93313","202302787","S","49824108","05/22/23","04/15/23","04/07/23","8","359000.00","359,000","235.56","1993","1524","4","2","5662","2 Car Garage","COMM","None","0.00","SNGF","CVRD","1","Welcome to this charming 3-Bed, 2-Bath home in the heart of Southwest Bakersfield. Beyond the front door is a warm and inviting living area featuring a stunning brick fireplace. The well-appointed kitchen boasts white tile counter tops and lots of cabinet space, with a separate breakfast area ideal for casual dining. The master suite offers not one, but two generous closets, a spacious master bath complete with dual-vanities, a soaking tub, and a separate walk-in shower. Step outside and enjoy the covered patio and large grassy area. Don't let this opportunity slip away!","7507 Hidden Bridge Dr, Bakersfield, CA 93313","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/04/07/80df69b7-a860-4f44-a6fd-18c9085728f3.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"6604 Mill Creek Dr","Bakersfield","93313","202302543","S","49842302","06/13/23","05/24/23","04/16/23","38","385000.00","390,000","194.51","2001","2005","4","2","6534","2 Car Garage","NONE","None","0.00","SNGF","SLAB","1","This four-bedroom home in Silver Creek is close to shopping, transportation and parks. The floorplan features two separate living rooms perfect for entertaining and family fun. The master bedroom is very large and includes a walk-in closet. The indoor laundry room makes doing laundry easy! The kitchen has lots of counter space and a pantry. The large dining nook is ideal for casual dining or entertaining. The family room opens to the kitchen and features a fireplace. Make an appointment to see this home today!","6604 Mill Creek Dr, Bakersfield, CA 93313-4973","None of the Above","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/04/16/0303d0ab-c976-4971-881b-41f457aa2a92.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7200 Silver Spray Ave","Bakersfield","93313","202303321","S","49832119","06/28/23","05/11/23","04/28/23","13","349000.00","345,000","255.93","2002","1348","3","2","4356","2 Car Garage","COMM","Owned","5175.00","SNGF","UNCV","1","Incredible home on a quiet street Silver Creek! The home includes 3 bedrooms and 2 bathrooms, with a large primary suite featuring an attached bathroom and walk-in closet. The lovely great room is open to the kitchen with lots of natural light pouring in. The backyard has a concrete patio area and is a blank slate waiting for the imagination of its new owner. Enjoy minimal utility expenses with fully owned and paid for solar panels! This charming homestead is ideally located in the growing SW part of Bakersfield. Take a look today!","7200 Silver Spray Ave, Bakersfield, CA 93313-4528","CC&Rs,HOA Fees","","Paid For","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/04/28/23d85c6a-e713-4374-aac8-9033f1266727.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5211 Grogan Dr","Bakersfield","93313","202309600","S","49837103","09/08/23","07/26/23","07/26/23","0","359000.00","355,000","189.23","1996","1876","4","2","6098","2 Car Garage","INGR","Leased","0.00","SNGF","CVRD","1","","5211 Grogan Dr, Bakersfield, CA 93313-4575","Comp Only","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/09/11/7c7da09e-9538-4a56-8656-a4438d5273f4.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"5013 Shadow Lake Dr","Bakersfield","93313","202309625","S","49824415","11/06/23","09/18/23","09/12/23","6","349900.00","345,000","226.38","1993","1524","4","2","4791","2 Car Garage","COMM","PPA","0.00","SNGF","CVRD","1","Welcome to this spacious and conveniently located home in the heart of the sought-after southwest Patriot Village neighborhood! With 3 bedrooms, 2 baths, an office, and solar this 1524 square foot residence offers both comfort and functionality.    As you step inside, you'll be greeted by an inviting open great room, split-wing layout, ensuring privacy and comfort for all. The kitchen features a charming window that overlooks the backyard, allowing you to keep an eye on the lush greenery while whipping up your favorite meals.    Located in a homeowner's association that covers access to a private pool, front lawn maintenance, and drive-by security.     This home is also ideally situated just a short distance from a variety of conveniences, making errands a breeze.","5013 Shadow Lake Dr, Bakersfield, CA 93313-4367","CC&Rs,HOA Fees","","","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/09/12/36191838-3d6d-4c48-8414-011309819236.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
"7004 Frog Meadow St","Bakersfield","93313","202309919","S","49857107","10/13/23","09/25/23","09/20/23","3","410000.00","400,000","278.75","1999","1435","3","2","7405","2 Car Garage","INGR,SPA","Owned","0.00","SNGF","UNCV,SLAB","1","This home is in the highly desirable southwest community of Silver Creek which is within walking distance to parks, restaurants, and shopping. It is a 3 bedroom, 2 bath that will be sure to impress. It features a great room perfect for entertaining with lots of natural lighting, refreshing pool, relaxing jacuzzi, storage units, and PAID/OWNED solar with whole-home battery backup, a whisper-quiet neighborhood and the best neighbors anyone could ask for! Come see it soon for it won't last long!","7004 Frog Meadow St, Bakersfield, CA 93313-4939","None of the Above","","Paid Off In Escrow","https://mediall.rapmls.com/bakersfield/listingpics/bigphoto/2023/09/22/f1f6733c-2e31-48df-8e4b-d97609290ccf.jpg","Suburu, Donald","Lakeside","Independence","","MLS"
